field_name,label,value,parent
pub_categoryLevel2,Tenis deportivos,zapatos-tenis_deportivos,zapatos
pub_categoryLevel2,Tops,ropa-tops,ropa
pub_categoryLevel2,Totes,bolsas-totes,bolsas
pub_categoryLevel2,Trajes / Sets,ropa-trajes,ropa
pub_categoryLevel2,Vestidos,ropa-vestidos,ropa
pub_categoryLevel2,Zapatillas y Flats,zapatos-zapatillas_flats,zapatos
pub_categoryLevel3,Abrigos formales,ropa-sacos-chamarras-abrigos-formales,ropa-sacos-chamarras
pub_categoryLevel3,Acampanados / Flare,ropa-jeans-acampanados,ropa-jeans
pub_categoryLevel3,Anillos,accesorios-joyerias-anillos,accesorios-joyerias
pub_categoryLevel3,Aretes,accesorios-joyerias-aretes,accesorios-joyerias
pub_categoryLevel3,Baggy / Oversized,ropa-jeans-baggy,ropa-jeans
pub_categoryLevel3,Baggy/Oversized,ropa-shorts-baggy-oversized,ropa-shorts
pub_categoryLevel3,Básicas,ropa-camisetas-basicas,ropa-camisetas
pub_categoryLevel3,Bermudas,ropa-shorts-bermudas,ropa-shorts
pub_categoryLevel3,Bikers,ropa-deportiva-bikers,ropa-deportiva
pub_categoryLevel3,Bikinis,ropa-de-bano-bikinis,ropa-de-bano
pub_categoryLevel3,Blusas,ropa-tops-blusas,ropa-tops
pub_categoryLevel3,Bodys,ropa-tops-bodys,ropa-tops
pub_categoryLevel3,Bomber/Biker jackets,ropa-sacos-chamarras-bomber-biker-jackets,ropa-sacos-chamarras
pub_categoryLevel3,Boyfriend jeans,ropa-jeans-boyfriend,ropa-jeans
pub_categoryLevel3,Capa,ropa-sacos-chamarras-capa,ropa-sacos-chamarras
pub_categoryLevel3,Cargo,ropa-pantalones-cargo,ropa-pantalones
pub_categoryLevel3,Carpenter / Cargo,ropa-jeans-cargo,ropa-jeans
pub_categoryLevel3,Casuales,ropa-camisas-casuales,ropa-camisas
pub_categoryLevel3,Casuales,ropa-pantalones-casuales,ropa-pantalones
pub_categoryLevel3,Chalecos,ropa-sacos-chamarras-chalecos,ropa-sacos-chamarras
pub_categoryLevel3,Chalecos denim,ropa-sacos-chamarras-chalecos-denim,ropa-sacos-chamarras
pub_categoryLevel3,Chamarras de piel,ropa-sacos-chamarras-chamarras-de-piel,ropa-sacos-chamarras
pub_categoryLevel3,Chamarras de plumas,ropa-sacos-chamarras-chamarras-de-plumas,ropa-sacos-chamarras
pub_categoryLevel3,Collares,accesorios-joyerias-collares,accesorios-joyerias
pub_categoryLevel3,Crop-tops,ropa-tops-croptops,ropa-tops
pub_categoryLevel3,De montaña,ropa-deportiva-de-montana,ropa-deportiva
pub_categoryLevel3,Denim,ropa-faldas-denim,ropa-faldas
pub_categoryLevel3,Denim jackets,ropa-sacos-chamarras-denim-jackets,ropa-sacos-chamarras
pub_categoryLevel3,Falda/Top,ropa-trajes-falda-top,ropa-trajes
pub_categoryLevel3,Formales,ropa-camisas-formales,ropa-camisas
pub_categoryLevel3,Formales,ropa-pantalones-formales,ropa-pantalones
pub_categoryLevel3,Gráficas / Estampadas,ropa-camisetas-graficas,ropa-camisetas
pub_categoryLevel3,Hoodies con cierre,ropa-sudaderas-hoodies-con-cierre,ropa-sudaderas
pub_categoryLevel3,Hoodies sin cierre,ropa-sudaderas-hoodies-sin-cierre,ropa-sudaderas
pub_categoryLevel3,Impermeable,ropa-sacos-chamarras-impermeable,ropa-sacos-chamarras
pub_categoryLevel3,Larga,ropa-faldas-larga,ropa-faldas
pub_categoryLevel3,Largo,ropa-jumpsuits-largo,ropa-jumpsuits
pub_categoryLevel3,Largos,ropa-vestidos-largos,ropa-vestidos
pub_categoryLevel3,Leather,ropa-faldas-leather,ropa-faldas
pub_categoryLevel3,Leather,ropa-pantalones-leather,ropa-pantalones
pub_categoryLevel3,Leggings,ropa-deportiva-leggings,ropa-deportiva
pub_categoryLevel3,Leggings,ropa-pantalones-leggings,ropa-pantalones
pub_categoryLevel3,Manga corta,ropa-camisas-mangacorta,ropa-camisas
pub_categoryLevel3,Manga corta,ropa-camisetas-mangacorta,ropa-camisetas
pub_categoryLevel3,Manga corta,ropa-tops-mangacorta,ropa-tops
pub_categoryLevel3,Manga corta,ropa-vestidos-mangacorta,ropa-vestidos
pub_categoryLevel3,Manga larga,ropa-camisas-mangalarga,ropa-camisas
pub_categoryLevel3,Manga larga,ropa-camisetas-mangalarga,ropa-camisetas
pub_categoryLevel3,Manga larga,ropa-tops-mangalarga,ropa-tops
pub_categoryLevel3,Manga larga,ropa-vestidos-mangalarga,ropa-vestidos
pub_categoryLevel3,Midi,ropa-faldas-midi,ropa-faldas
pub_categoryLevel3,Midi,ropa-vestidos-midi,ropa-vestidos
pub_categoryLevel3,Mini,ropa-faldas-mini,ropa-faldas
pub_categoryLevel3,Mini,ropa-jumpsuits-mini,ropa-jumpsuits
pub_categoryLevel3,Mini,ropa-shorts-mini,ropa-shorts
pub_categoryLevel3,Mini,ropa-vestidos-mini,ropa-vestidos
pub_categoryLevel3,Mini jackets,ropa-sacos-chamarras-mini-jackets,ropa-sacos-chamarras
pub_categoryLevel3,Mom fit,ropa-jeans-momfit,ropa-jeans
pub_categoryLevel3,Novia / Bridal,ropa-vestidos-novia,ropa-vestidos
pub_categoryLevel3,Oversized,ropa-camisetas-oversized,ropa-camisetas
pub_categoryLevel3,Pantalón/Top,ropa-trajes-pantalon-top,ropa-trajes
pub_categoryLevel3,Pijamas,ropa-lenceria-pijamas,ropa-lenceria
pub_categoryLevel3,Pulseras,accesorios-joyerias-pulseras,accesorios-joyerias
pub_categoryLevel3,Rectos,ropa-jeans-rectos,ropa-jeans
pub_categoryLevel3,Relojes,accesorios-joyerias-relojes,accesorios-joyerias
pub_categoryLevel3,Rompevientos,ropa-sacos-chamarras-rompevientos,ropa-sacos-chamarras
pub_categoryLevel3,Sacos,ropa-sacos-chamarras-sacos,ropa-sacos-chamarras
pub_categoryLevel3,Salidas,ropa-de-bano-salidas,ropa-de-bano
pub_categoryLevel3,Seda,ropa-camisas-seda,ropa-camisas
pub_categoryLevel3,Seda,ropa-faldas-seda,ropa-faldas
pub_categoryLevel3,Sets,ropa-lenceria-sets,ropa-lenceria
pub_categoryLevel3,Short/Top,ropa-trajes-short-top,ropa-trajes
pub_categoryLevel3,Shorts,ropa-deportiva-shorts,ropa-deportiva
pub_categoryLevel3,Sin manga,ropa-vestidos-sinmanga,ropa-vestidos
pub_categoryLevel3,Sin mangas,ropa-camisetas-sinmangas,ropa-camisetas
pub_categoryLevel3,Ski,ropa-deportiva-ski,ropa-deportiva
pub_categoryLevel3,Skinny jeans,ropa-jeans-skinny,ropa-jeans
pub_categoryLevel3,Slim fit,ropa-jeans-slimfit,ropa-jeans
pub_categoryLevel3,Sportbra,ropa-deportiva-sportbra,ropa-deportiva
pub_categoryLevel3,Strapless,ropa-tops-strapless,ropa-tops
pub_categoryLevel3,Sudaderas casuales,ropa-sudaderas-sudaderas-casuales,ropa-sudaderas
pub_categoryLevel3,Sudaderas de montaña,ropa-sudaderas-sudaderas-de-montana,ropa-sudaderas
pub_categoryLevel3,Sudaderas deportivas,ropa-sudaderas-sudaderas-deportivas,ropa-sudaderas
pub_categoryLevel3,Sweatpants,ropa-pantalones-sweatpants,ropa-pantalones
pub_categoryLevel3,T-shirts,ropa-tops-tshirts,ropa-tops
pub_categoryLevel3,Top/Bra,ropa-lenceria-top-bra,ropa-lenceria
pub_categoryLevel3,Tops,ropa-deportiva-tops,ropa-deportiva
pub_categoryLevel3,Traje,ropa-trajes-traje,ropa-trajes
pub_categoryLevel3,Traje completo,ropa-de-bano-traje-completo,ropa-de-bano
pub_categoryLevel3,Trench coats,ropa-sacos-chamarras-trench-coats,ropa-sacos-chamarras
pub_categoryLevel3,Vaqueras,ropa-camisas-vaqueras,ropa-camisas
pub_categoryLevel3,Varsity jackets,ropa-sacos-chamarras-varsity-jackets,ropa-sacos-chamarras
pub_categoryLevel3,Vestidos casuales,ropa-vestidos-casuales,ropa-vestidos
pub_categoryLevel3,Vestidos formales,ropa-vestidos-formales,ropa-vestidos
pub_categoryLevel3,Vintage,ropa-pantalones-vintage,ropa-pantalones
pub_categoryLevel3,Wide leg,ropa-jeans-wideleg,ropa-jeans
pub_color,Amarillo,amarillo,
pub_color,Animal Print,animal-print,
pub_color,Azul,azul,
pub_color,Blanco,blanco,
pub_color,Café,cafe,
pub_color,Crema,crema,
pub_color,Dorado,dorado,
pub_color,Floral,floral-print,
pub_color,Gris,gris,
pub_color,Morado,morado,
pub_color,Multicolor,multicolor,
pub_color,Naranja,naranja,
pub_color,Negro,negro,
pub_color,Plateado,plateado,
pub_color,Rojo,rojo,
pub_color,Rosa,rosa,
pub_color,Verde,verde,
pub_estado,Nuevo con etiqueta,nuevo-con-etiqueta,
pub_estado,Nuevo sin etiqueta,nuevo-sin-etiqueta,
pub_estado,Usado con varios signos visibles,usado,
pub_estado,Usado en buen estado,buen-estado,
pub_estado,Usado en perfecto estado,como-nuevo,
pub_estilo,Boho,boho,
pub_estilo,Casual,casual,
pub_estilo,Fiesta / Noche,fiesta_noche,
pub_estilo,Formal,formal,
pub_estilo,Oficina,oficina,
pub_estilo,Retro,retro,
pub_estilo,Seda,seda,
pub_estilo,Urbano / Streetwear,urbano_streetwear,
pub_estilo,Vacaciones,vacaciones,
pub_estilo,Vintage,vintage,
pub_genero,Hombre,hombre,
pub_genero,Mujer,mujer,
pub_genero,Unisex,unisex,
